,tweet
5764,"الاهلي يظهر .. اذا الفريق الي قدامك مايدافع ..😂😂😂

قصدك يعررررررررررررريك 😂"
5765,اشتغل الحكم هذا وقته 😂
5766,"بعد النهائي ده اللي هلمحه بيتكلم عن الدوري المصري هعلقه على الفلكه
سامعني يا وائل @wael_alemam 
سامعني يا كيمو @Kramantes2 
سامعني يا تتش @hisham76hs 
سامعني يا بيتر @MegallyPeter 
سامعني يا خالد @Khaled_Nabil_72 
لقد اعذر من انذر 😉"
5767,الاهلى بقا يفرحنا اكتر من الزمالك حرفيا 😉
5768,اول مره اشوف فريق اطيب من الزمالك بجد😂😂
5769,"البعض في المنشن يشرب شاهي بالجمر 😉
انا اتحدث في واد واصحابنا في وادي آخر 😃 #الاهلي_الملكي"
5770,وعلي سبيل السعاده #الزمالك هيلعب النهارده😉
5771,"كفاراتسخيليا واضح طبعاً أنه موهوب و لعيب .. و لكن بالراحة شوية .. لسه بدري عليه في الحكم .. ناس تقول أسطورة خالدة و ناس تقارنه ب مارادونا ؟! فيه إيه ؟! ده مارادونا بردو يا جدعان 😁😁 بالراحة 🤌

نديله كام موسم و بعدين نحكم 😉🤌🌹"
5772,ماهي كره قدم الكوره قاعده تطير قسم بالله 😂😂
5773,في شخص هنا كل ماتش للأهلي يطلع يهاجم يا لاعبين يا الفريق يا يتريق علي لاعبين بس يعد يقول انه اهلاوي والكلام الفاضي دا ، يعني بدل ما تركز في اللي بيحصل مع الأهلي من اعلام و المنظومه كلها بيهاجم في الفريق ، لا واضح انك اهلاوي .😉👌
5774,"#الاهلي في #دوري_يلو زي #النصر في #دوري_روشن_السعودي !!!
.
جماهيرهم تصنع منهم أبطال وهم يبغون الستر 😂"
5775,"فيريرا بعد الخروج من دوري أبطال أفريقيا:

لا أتحدث عن الماضي ولكن مثلما يعلم الجميع الزمالك فاز بالدوري والكأس في الموسم الماضي 

انا: 😂😂😂😂"
5776,"رضا عبد العال 
صن دوانز لو كان داس شويه كمان على الاهلى كان كسب تسعه 😉"
5777,"نرجع لمرجوعنا بقي  توقعاتكم لماتش الاهلي النهارده ايه 
تعادل ولا هزيمه 😎🤔😉"
5778,"صفقات الزمالك بكرة😉
اليكت 0-2 الزمالك
#اليكت_الزمالك"
5779,"#الاهلي_القطن 
خليك فطن
واحذر القطن 😂"
5780,"نادي وضيع😂
حتى وهو باسوء مواسمه ومنهار بدوري الدرجه الاولى يذكر الاتحاد !! مادري شقول بصراحه🤣 #انقذوا_الاهلي_مثل_الاتحاد"
5781,الزمالك انبي بيوجعنى انبي بيوجعنى يا بوابين😂 تخيل كنتو لعبتو صنداونز وهتيجى ان شاء الله بس اكسبو بلوزداد بس😂 هتاخدو فيها🖕
5782,"أسهل مهمة في الدوري الإيطالي إنك تدافع ضد ميلان 😂💔
مهاجمين مهرجين والله 💔💔🤡🤡"
5783,"هل يكون هناك كبش فداء لخسارة البنك الاهلي في كريدي سويس ؟
Days will tell 😉"
5784,"#النصر_الاتحاد
هههههههههههههههههههههههههههههههههههههههههههه سبب خسارة النصر غياب الحكم المحلي😉"
5785,ههههه الاهلى مابيموتش فعلا السيناريوهات بتاعنا تخلى الواحد لو زملكاوى يتجن 😂😂
5786,لاعب فاشل والي جابه المدرب ( سمسره ) 😉
5787,"ترجي مين الي يفوت لبلوزداد

اومال الزمالك يعمل ايه 😂"
5788,"حمدالله اسطورة تاريخية في الدوري السعودي 

سابو ليه الفقراوي الغبي 😂😂😂😂

 #الاتحاد_الفتح"
5789,"البلد جميلة جدا وممتعة والزمالك 🇦🇹🥰 في طريقه إن شاء الله للتتويج بالدوري للسنة ال2 على التوالي 🤩🤩
آماااااال إيه الحكااااااية 😉😋😂😀🏹🇦🇹
#الزمالك
🏹🇦🇹💪🔥💥🌹👌"
5790,كل لما اعمل ريفريش للتايم لاين ألاقي كمية فيديوهات مضحكه علي الاهلي والزمالك رهيبه بجد وحرفيا مش عارفه هيروحوا بينا علي فين تاني 😂😂💔
5791,"😂😂😂😂😂😂
#النصر_ابها 
بلنتي لابها غير محتسب
طرد غير مستحق
بلنتي للنصر من الخيال
خلاص اعطوهم الدوري"
5792,"الواد أكرم توفيق ده مشروع ابوتريكه جديد
من حيث الأخلاق و المبادئ مش المهارة و الكورة أكيد 😂😂😂
عمل دلوقتى احتفال 🤭
تريقة على منتخب ألمانيا 😉😉"
5793,دا كدا و احنا بنلاعبكم بالفريق الاحتياطي اومال لو الحكومة كان بيلعب كنتوا اتغلبتوا كام 😉😉 و كورتوا كان واقف جون 🦦🦦
5794,حبيبي الزمالك بيتضامن مع غريمه ونزل الخامس رسمي🤦😂
5795,"#انقذوا_الاهلي_مثل_الاتحاد
حلو مشاكلكم بعيد عنا 😂😂👋🏼"
5796,"سؤال الى جمهور الاهلي واعلامه :
تزعلون الان عندما تكلم جمهور #الهلال و #الاتحاد  ودعوا ضد من كان سبب في ايقافهم بدون وجه حق .
وانتم اول من احتفل مع جمهور واعلام النصر بعد ايقاف #الزعيم و #العميد سبحان الله  اشربوا من نفس الكأس عقبال الي على بالي 😉"
5797,الحكم وجهه مألوف جداً 😂
5798,"بعد الفضيحه الي اليوم مممبروك الدوري للنصر 😂 .
 #النصر_ابها"
5799,مش قادره اتخطي اني خدت صوره من صور احلامي ف دانكن الزمالك بجد ❤️😂
5800,احيان تحس لجنة الانضباط في الاتحاد الماليزي عايشين على فضلات الغرامات في الدوري الماليزي وعليه يجب على لاعب البحيرات الثلاثه الماليزي بدفع الغرامة  والمقدرة (…) الى حساب اللجنة 😂😂😂😂😂😂😂😂 #طارق_حامد
5801,#الزمالك وصل جماهيره ان تشجعهم لكل فريق بيلاعب #الاهلي اهم من تشجعهم لفريقهم نفسه😂😂😂
5802,مش عارف احفل ع الزمالك ولا استني ماتش بكرا 😂😂😂😂
5803,البنات عندهم جفاف عاطفي عشان هيك صاروا يحبو الكورة 😉
5804,10 دقائق يبون الاهلي غصب يعادل 😂😂
5805,"اللهم لك الحمد الزمالك استجاب للدعوات وفرح مصر كلها وخسر 😂🙈

مبروك يا اهلوية 😉 💃🦅💪"
5806,بعد قرار الفيفا بخصوص الاهلي ياليت يقعد موسم اضافي في دوري يلو 😂
5807,"مين يعرف الفرق بين ال reference و ال  Awards في كتابه ال cv وليه cvمجاناً😉#اتحاد_علام_خدامين_الزمالك
#الاهلي_السعودي 
#الخطيب_خدام_علاء_صادق
#صباح_الخير 
#فرصة_عمل"
5808,زكريا دراوي احرز الهدف الاول لبلوزداد في شباك الزمالك مرتضى باعت ليكم زكريا يمسي عليكم من سجن طره 😂😂😂
5809,"#انقذوا_الاهلي_مثل_الاتحاد  

سبحان الله جماهير الطحالب والفقر نفس النموذج ونفس المخ المقفّل 😂"
5810,"#الاهلي_مش_للبيع هل التاريخ للبيع هل الاهرامات للبيع😔
لماذا👉
بيحمل الدول أعباء مادية غرامات عقوبات ضرائب تأمينات ومستحقات لاعبين
ومرتبات موظفين😉
لايقدم أجيال متعاقبة لرفع راية مصر🇪🇬 فى
جميع المحافل القارية والعالمية🤨
الاجابة فى تهافت الرعاة خارجيا بالدولار
وداخليا لنجاحه👍"
5811,نحن الان علي نظام الاهلي كان له 3 ضربات جزاء 😉🤣🤣
5812,مهر الدوري اخرتها دكه😂😂😂😂😂😂
5813,خايفين ع بانيغا ياخذ كرت وننحرم منه قدام الهلال عشان كذا ما دخله المدرب 😂💔
5814,"اكيد السبب ان الاهلي مش بيلعب في الاسماعيلية 😉😍😍
مبروك خسارة الاسماعيلي ان شاء الله متكونش الاخيرة 🤫😂😂"
5815,"كلما تمرد مدريد قليلاً في دوري الأبطال، يأتي برشلونة من بعيد ليحجمه من جديد..
12 نقطة فرق 😂😏
ما في داعي نكمل الدوري 😂
#ElClasico
#برشلونه_ريال_مدريد"
5816,"ايه اللي حصل عندكم ما تسمعونا حسكم
@AlAhly 
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂"
