,tweet
6090,"هدف ملغى بداعي التسلل وهمي 
#تسلل_بو_اربعة_ميترو 
هههه"
6091,هههه خلوه يسولف عن الكورة في مصر عشان يشغل المصريين.. شغال سخافة وإشغال للناس هنا وهناك
6092,"تركي اشتري الاهلي وجمهوره بكلمتين في بوست هههه 
 #عصابه_الخطيب_تركع_لتركي"
6093,هههه ابراهام للحين ماساهم بأي هدف ، تككككفى يالغالي لو هدف
6094,"له حق منصور بن مشعل يوم زعل من رئيس #الاهلي عشان يبغى يرجع جروس هههه
ظلمناه والله"
6095,ههه هههه لا بس ذكرتوني بجروس يوم رجع من الملعب مع تاكسي وجلدناكم 3 في😂🐸#الاهلي_الحزم
6096,"تغيير مدرب #الاهلي جروس يدرس 
اخرج الظهير وأدخل سعيد المولد هههههههه
وكذا وازن الكفة ولعب 10 مقابل 10 هههه
استغلها الحزم وسجل هدف الفوز من مكان المولد
🐸🐸🐸
#الاهلي_الحزم"
6097,#الحزم_الاهلي جمهور الحزم برا على جده هههه
6098,"ثمان جولات راحت من الدوري وفيه ناس باقي تقول الانطلاقة الحقيقيه من مباراة الديربي .
 هههه"
6099,جروس راجع يجدد مواجع هههه زيد الصبر عندك #الحزم_الاهلي
6100,"#جروس_راجع_يجدد_المواجع
حقين التاق ذا كيفكم هههه
ايش رايكم ترجعون مساعد الزويهري وموسى المحياني وبترجي ووو ؟؟ جوكم والله .. متعلقين في اوهام
#الأهلي_الحزم"
6101,سوزا يلعب جناح هههه #الاهلي_الحزم
6102,هههه اللي يلعب ناقص الاهلي
6103,لك الحمد ضاااعت هههه الظلم شين 🤣✌🏻 #الاهلي_الحزم
6104,جانيني دلخ والي ادلخ منه المدافع هههه #الاهلي_الحزم
6105,"برايتون ايفرتون مباراة جميلة 
لوكاس دين هدف في مرماه في آخر دقيقة هههه"
6106,#القادسيه_الكويت ٥محترفين على مستوى وماقدروا يفوزون على الزعيم ويقولون فريق ضعيف هههه ويضيع وقت عيل السنتين الي طافوا شنو كنتو تسوون على شان تخلص المباراة  بعد ماتيبون قول ماكو لاعب ماكان يطيح منكم حتى المدرب ينسدح على الخط انا أقول فك نفسك من القادسية وليلحين تو الناس 🖤💛
6107,من وجهه نظري ميتشووو افضل مدير فني في العالم انا كاأهلاوي اتمني يستمر كتيييير مع الزمالك هههههههه وامير ضحك عليكوا وقال وفايلر معجبناش وجروس الا قاله اوعي تروح هناك هههه  #جهاز_اجنبي_جديد_للزمالك
6108,"حازم أمام اليوم فى اون سبورت
الزمالك مع ميتشو بيرجع لورا،،،،

هههه هو من امتى طلع لادام هههههههههههه"
6109,#الدوري_مع_وليد هههه الان عرفة قيمة النصر خلك على هلالك وخل هلالك يشيل نفسه بنفسه .
6110,هدف خايس هههه
6111,هههه بيكيه يعمل عملتو وبعد يجي يضحك على الحكم قال شنوا موش فاهم شيء .. أنا ما قصدت شيء .. 😂😂
6112,ولد اختي الصغير يسألني الحكم يلعب مع من هههه 😂 #الاتحاد_والوصل_الاماراتي
6113,رابح ماجر رسميا المدرب الجديد للمنتخب اليمني ... تعازينا الخالصة لأشقاءنا اليمنيين، متاعب  الحرب وزيدلهم ماجر 😔هههه
6114,"قيس سعيد يؤدي اليمين الدستوري :
اقسم بالله العلي العظيم هدف برميورو أڨستو صحيح ولا غبار عليه هههه"
6115,"#زمالك_ماريفك_جنايني_مكيفك
الزمالك ماريفك هههه والجنايني مكيفك هههه
💪💪💪💪"
6116,توني قلت بتابع المباره كان الهلال هو قاونزو وضدنا اوراوا بتخيل مستواهم كيف المهم على طول بلعنا هدف هههه 🚶🏻‍♂️
6117,"احتفال الهلال بيفكرني بإحتفال الزمالك لما خسر خمسه من الوداد المهم التأهل هههه
السد لعب ماتش كبير وشافي هيكون مستقبل في التدريب ان شاء الله"
6118,باقي هدف قادرين قادرين هههه
6119,"مرة في باكستان كان اسم رباعي لشب معنا بالدورة يتطابق مع اسم ابن وزير ...
المهم احد المدربين لزق فيه ويعطيه علامات كاملة حتى نهاية الدورة وفي يوم التخرج طلب منه خدمة يحكي لابوه الوزير يدبر ابنه (ابن المدرب) بوظيفة محترمة بوزارته !.
لكنه صدم عندما قال له انه مجرد اسم على اسم هههه."
6120,اللاعب سواها بكل بجاحه هههه
6121,لا تنسون ان اهم شيء الدوري هههه ❤️
6122,"الاهلي يقرر لعب ماتش الجونه :
هههه كبخطيب حنفي رجع في كلامه كالعاده 😂😂

الاهلي يتمسك بقراره و هيلاعب الزمالك الماتش الجاي :
هههه دوله الاهلي ننوس عين امه لازم يمشوا كلامه مش هنخلص من الفساد 😠😠"
6123,"رابطة الإتفاق او مجلس الجمهور
وظيفتها الأساسية اللعب بالكلام  واستغفال الجمهور كم هدف راح يسجل الإتفاق في مباراة العدالة هههه  اول لعب يسجل ههههه
وظيفتكم الأساسية في المدرج ولا يكثر تحفيزاتكم ذي توفروها في جيوبكم ياغاليين
اتمنى على الاقل نصير زي مجلس جمهور الفيصلي @Fans_Ettifaq"
6124,بعت ايريك تراوري سجل هدف وصنع هدف هههه
6125,"اللى عمله اتحاد الكورة وانه يعلن عن طاقم تحكيم ماتش الاهلى والجونة اكبر هههه ف التاريخ وبيعندوا ف الاهلى عشان ميبناش انه اتحاد ضعيف وانه اقوي من الاهلى وللاسف ده حاجه مستحيل تحصل وصعب اثباتها
#الاهلي_فوق_الجميع"
6126,"صفحات الزمالك على السوشيال ميديا، اللي قعدت سنين معيشه الجمهور في جو المؤامرة الكونية، بتساند الظلم اهي هههه
#اقاله_وزير_الرياضه_الزملكاوي"
6127,#الدوري_مع_وليد هههه سبحان الله حاطين برنامج كامل ضد النصر ودفع ملايين على البرنامج وآخر شي تخافون من اعلام وجمهور النصر في تويتر كل يوم والفراج طالع في البرنامج يقول ساندو الهلال ولا تطلعون عليه اشاعات يعني تويتر تاثير اكثر من برنامجك .
6128,"بفتح قايمة ترتيب الدوري ملقتش كبير مانشستر في اول عشرة ليه هههه حبيبي يسطا بهزر معاك
#مانشستر_يونايتد_ليفربولَ"
6129,هههه فيه فار معليش راح يلغي هدف ماني
6130,"بلعبة التضامن يسألونه : ليش ما حسب الحكم بلنتي حق التضامن واااضح ضدكم؟ 

يرد : والله تدري تقنية الڤار الاتحاد قال ما يقدرون يستخدمونها في كل مباريات  هالسنه تمهيد حق السنه الجايه☺️ 

امس نفس الشخص اللي رد يقول : 

الاتحاد ما يبينا ناخذ الدوري لانه ال var حق غيرنا مو لنا ! 

هههه"
6131,بيقولك مره حله شاطت  دخلت جون فى كورتواه  هههههه هههه
6132,ندق الريال امس هههه هذا فريق بالله ومن من فريق عادي قلنالكم مالها إلى البرشا  وفي آخرة العام بيتوج ببطولة الدوري
6133,"الكلب الشرقاوى
انا من ساعة ماالاهلى أصدر البيان
وانا منتظر هايرجع امتى فى كلامه

الغندور ممكن يخصموا من الاهلى ست نقاط
الشرقاوى يبقى هايرجع تانى للمنطقة الدافئة هههه اصل الكلمة دى بتزعل ناس كتير
ياولاد ال،،،،،، يازبالة
يارب حرام كده بقى"
6134,بشرة خير الريال لبس جون هل هيرد ب 3 زي الزمالك هههه
6135,هههه جوووول أول محمد سالم فى مرمى الزمالك 😂😢
6136,شكل الفار قال عنده مباراة القادمة أمام الهلال مايستحق احمر هههه #النصر_الرايد_الدوري
